order_detail_id,order_id,product_id,quantity,unit_price
3981,1404,172,8,14.34
3982,1222,112,1,43.24
3983,468,133,4,25.5
3984,1292,140,1,74.98
3985,649,358,6,23.15
3986,916,377,1,27.65
3987,483,165,4,48.91
3988,1779,166,1,80.64
3989,962,150,6,37.83
3990,869,491,2,23.3
3991,197,124,9,49.63
3992,1832,317,6,26.71
3993,1213,21,4,51.55
3994,419,150,8,35.49
3995,1972,299,6,46.08
3996,165,122,9,16.89
3997,1444,130,2,84.61
3998,1657,260,8,28.65
3999,174,151,9,62.86
4000,148,312,10,80.28
4001,1868,221,6,70.82
4002,576,420,9,35.06
4003,1225,326,1,67.14
4004,768,470,9,15.68
4005,1862,79,10,48.37
4006,1507,424,9,12.79
4007,1902,474,5,36.17
4008,20,140,8,80.49
4009,223,49,8,15.48
4010,957,405,9,115.88
4011,1231,365,6,43.5
4012,1025,151,4,51.96
4013,1088,225,3,80.22
4014,1370,478,9,60.14
4015,126,284,1,99.0
4016,1160,322,6,72.27
4017,1019,289,6,56.2
4018,1026,14,2,21.14
4019,1120,471,8,41.67
4020,392,86,8,84.32
4021,288,254,9,85.6
4022,1751,140,3,70.9
4023,189,350,6,18.87
4024,1811,278,3,84.01
4025,1465,497,10,92.71
4026,884,360,4,17.59
4027,955,208,10,6.59
4028,414,80,8,95.09
4029,245,171,6,27.26
4030,1076,410,6,98.61
4031,1223,315,1,36.39
4032,1646,106,2,34.01
4033,1478,56,4,17.77
4034,120,327,8,99.3
4035,339,313,5,43.6
4036,1870,213,4,25.28
4037,946,377,10,26.97
4038,354,131,1,62.22
4039,1678,236,3,40.05
4040,2,461,5,68.53
4041,1884,63,7,46.84
4042,1584,100,8,45.35
4043,272,220,1,82.96
4044,956,340,5,91.38
4045,576,74,5,34.9
4046,248,244,8,5.93
4047,841,346,6,78.54
4048,1635,179,2,90.99
4049,188,202,7,7.19
4050,1570,205,8,34.21
4051,1377,246,1,81.07
4052,861,48,9,26.28
4053,1073,337,8,48.8
4054,1263,46,2,45.75
4055,1678,101,9,32.86
4056,589,272,6,70.71
4057,1714,265,5,36.67
4058,351,133,8,36.19
4059,880,452,1,70.47
4060,1681,114,6,16.42
4061,1196,189,7,71.96
4062,1173,54,1,22.28
4063,1272,21,6,62.59
4064,384,497,8,100.5
4065,1242,361,6,33.68
4066,1645,359,10,10.26
4067,150,355,6,56.0
4068,42,4,4,72.37
4069,439,224,2,91.15
4070,1834,164,10,16.69
4071,901,443,1,60.22
4072,568,480,10,37.89
4073,303,360,2,13.89
4074,1700,284,2,94.8
4075,14,109,3,52.65
4076,1141,28,9,97.07
4077,896,432,8,20.55
4078,1575,442,7,36.38
4079,851,251,4,65.88
4080,1913,430,1,32.43
4081,1054,454,6,17.74
4082,1416,34,1,57.04
4083,916,95,2,69.22
4084,1671,57,3,72.14
4085,219,123,5,61.37
4086,1357,288,9,41.12
4087,47,499,8,24.79
4088,710,112,6,36.48
4089,1684,52,10,67.72
4090,967,167,3,43.43
4091,1405,329,1,12.26
4092,710,39,8,37.97
4093,366,433,1,38.05
4094,1088,237,10,9.65
4095,642,337,8,48.96
4096,1749,264,1,94.38
4097,503,275,7,51.72
4098,152,149,5,73.17
4099,1047,30,4,46.68
4100,198,89,7,9.64
4101,1444,29,2,45.72
4102,362,457,8,58.85
4103,325,141,3,81.51
4104,1445,158,2,12.0
4105,194,375,7,82.93
4106,1911,275,8,49.17
4107,775,290,5,80.32
4108,429,358,6,21.87
4109,1602,245,6,70.01
4110,607,397,10,73.58
4111,1951,332,5,10.1
4112,186,236,3,44.01
4113,905,200,2,60.69
4114,1951,291,3,18.15
4115,1105,201,3,24.19
4116,179,423,8,66.34
4117,941,460,9,26.46
4118,1362,470,8,20.46
4119,1460,253,10,103.47
4120,311,353,4,86.03
4121,1808,113,9,31.36
4122,459,167,1,44.46
4123,1564,102,10,98.97
4124,1097,469,10,85.96
4125,1935,338,1,55.0
4126,1280,334,7,83.51
4127,832,29,3,61.65
4128,1483,335,9,64.73
4129,1988,94,7,37.32
4130,1339,426,1,79.24
4131,1877,418,5,62.95
4132,1274,448,10,87.51
4133,1242,410,5,94.15
4134,216,500,4,34.14
4135,1389,63,10,57.55
4136,410,42,4,8.0
4137,1086,290,2,112.14
4138,1602,201,8,26.24
4139,1836,5,4,95.14
4140,565,394,1,31.83
4141,794,224,6,72.42
4142,611,133,8,31.34
4143,740,412,9,30.29
4144,1600,493,5,36.83
4145,1254,252,10,88.96
4146,961,246,8,63.96
4147,903,2,4,71.39
4148,1896,314,10,41.85
4149,587,426,5,103.82
4150,1000,363,5,84.95
4151,1958,310,9,61.38
4152,1243,488,4,65.58
4153,1619,40,1,50.08
4154,240,395,8,30.62
4155,1952,443,5,73.09
4156,738,310,1,56.89
4157,25,53,1,94.49
4158,671,322,6,99.28
4159,1085,190,7,53.58
4160,1764,290,9,107.39
4161,1834,309,10,52.38
4162,1116,366,4,26.9
4163,254,7,1,99.18
4164,70,265,3,30.42
4165,163,384,5,7.62
4166,590,94,4,38.79
4167,1567,175,1,99.44
4168,742,20,10,78.22
4169,68,237,2,9.51
4170,1327,112,4,33.18
4171,1328,313,8,43.3
4172,790,68,8,11.31
4173,880,191,7,77.75
4174,391,24,5,36.3
4175,930,158,8,10.61
4176,1706,211,9,29.52
4177,88,366,5,29.32
4178,328,358,5,21.14
4179,715,103,3,75.5
4180,962,499,10,28.8
4181,251,77,2,57.85
4182,366,225,6,76.44
4183,1400,317,7,26.92
4184,524,146,2,54.84
4185,527,392,9,44.37
4186,247,298,10,56.26
4187,722,171,8,27.64
4188,1750,238,9,42.03
4189,747,389,2,58.15
4190,1004,392,7,48.81
4191,1419,428,2,43.5
4192,1884,432,10,22.72
4193,1764,243,5,63.46
4194,756,233,10,98.8
4195,354,442,1,42.03
4196,1017,311,6,64.74
4197,1056,45,8,62.8
4198,349,397,9,86.91
4199,1271,214,10,82.45
4200,455,380,2,84.93
4201,1479,30,6,47.74
4202,1004,176,6,6.95
4203,1812,469,5,75.31
4204,1759,409,10,11.7
4205,1066,159,6,17.03
4206,1238,308,2,58.94
4207,299,116,9,29.36
4208,755,262,7,99.11
4209,130,214,5,84.56
4210,644,436,9,23.91
4211,305,271,7,34.51
4212,1064,486,9,107.83
4213,1839,153,2,47.27
4214,365,46,8,40.95
4215,1777,292,9,52.41
4216,853,151,1,51.9
4217,1677,416,2,46.32
4218,1303,200,1,81.88
4219,1138,167,1,35.32
4220,263,275,2,54.75
4221,422,297,8,70.17
4222,1517,441,1,74.67
4223,70,272,5,69.6
4224,802,347,10,89.99
4225,1104,371,4,59.95
4226,1826,225,10,90.31
4227,1618,216,9,100.86
4228,927,373,3,8.86
4229,1366,183,8,10.33
4230,3,312,8,85.73
4231,1895,338,3,56.44
4232,525,55,10,65.13
4233,1663,219,2,43.88
4234,24,44,7,76.13
4235,267,282,9,82.15
4236,1930,268,3,47.52
4237,1892,12,9,80.51
4238,308,470,6,15.22
4239,372,337,3,49.64
4240,1639,93,10,19.71
4241,965,479,2,9.57
4242,181,124,2,42.7
4243,947,178,1,14.5
4244,1682,136,4,66.01
4245,39,295,7,80.62
4246,1945,221,9,68.49
4247,240,288,3,29.56
4248,1562,409,9,14.06
4249,499,199,4,85.41
4250,74,143,8,8.93
4251,142,376,10,48.02
4252,975,376,4,44.29
4253,1006,465,6,7.13
4254,1879,214,10,94.4
4255,204,276,8,57.66
4256,90,316,1,47.57
4257,1744,39,7,38.23
4258,1289,120,8,49.59
4259,793,426,9,71.21
4260,1260,392,6,49.66
4261,438,284,3,97.07
4262,859,165,1,52.77
4263,1220,337,10,50.1
4264,775,16,3,66.08
4265,1841,9,3,47.82
4266,1614,399,4,94.05
4267,434,10,9,44.75
4268,284,482,7,59.82
4269,1722,342,10,60.75
4270,1395,276,5,79.02
4271,503,301,3,88.12
4272,1362,13,2,45.07
4273,412,68,7,10.75
4274,955,60,8,63.36
4275,1727,455,5,73.38
4276,865,448,6,80.69
4277,1470,346,2,60.31
4278,221,245,2,64.65
4279,893,193,4,39.21
4280,1094,266,6,96.99
4281,1611,359,3,8.6
4282,1383,281,8,62.84
4283,376,27,2,43.24
4284,1236,197,3,82.7
4285,1364,297,3,89.57
4286,508,311,4,58.42
4287,405,408,10,53.7
4288,73,429,3,40.82
4289,9,350,10,25.73
4290,802,63,3,56.95
4291,446,150,4,32.48
4292,1898,367,10,112.2
4293,148,349,3,62.38
4294,1554,258,10,23.34
4295,231,419,6,98.76
4296,876,184,4,8.1
4297,1568,182,9,90.59
4298,652,28,7,106.73
4299,321,423,6,57.08
4300,1343,341,1,16.71
4301,73,56,9,18.22
4302,133,397,8,72.01
4303,1084,322,2,91.44
4304,1905,330,10,20.91
4305,1840,461,3,64.69
4306,1607,337,2,53.7
4307,1009,74,1,49.37
4308,338,61,7,39.49
4309,1274,122,7,20.57
4310,731,11,10,41.33
4311,619,294,3,51.02
4312,1632,69,2,62.22
4313,1865,402,8,75.92
4314,858,335,7,77.26
4315,1328,130,10,64.03
4316,654,11,6,40.81
4317,1002,53,7,100.52
4318,1398,317,1,27.86
4319,366,84,10,33.73
4320,1787,218,9,49.38
4321,122,81,3,79.61
4322,760,343,1,98.95
4323,1007,290,3,94.68
4324,1202,128,2,44.39
4325,434,56,5,19.2
4326,605,489,10,89.45
4327,762,262,4,92.5
4328,1826,423,4,51.55
4329,1216,494,9,60.16
4330,277,106,7,27.77
4331,193,378,9,33.33
4332,729,79,6,52.71
4333,1299,290,1,79.43
4334,1495,300,6,91.19
4335,1345,99,7,63.76
4336,1170,254,3,98.36
4337,446,120,3,62.2
4338,1487,290,2,91.38
4339,1729,171,8,20.9
4340,1106,161,9,63.71
4341,135,309,10,42.1
4342,399,261,6,17.1
4343,726,248,3,36.31
4344,450,163,3,75.9
4345,1825,71,2,34.12
4346,1918,367,8,83.31
4347,854,250,5,99.59
4348,533,54,8,20.72
4349,1346,102,6,89.91
4350,1321,304,8,43.0
4351,917,93,4,22.11
4352,796,327,7,85.87
4353,1292,45,3,59.96
4354,755,91,5,25.53
4355,1465,15,6,69.07
4356,1037,438,8,42.61
4357,14,323,2,57.55
4358,301,276,4,60.47
4359,1223,89,6,12.39
4360,64,457,4,53.44
4361,1073,256,1,56.53
4362,609,438,6,40.69
4363,361,75,4,34.02
4364,1181,257,5,45.03
4365,1285,75,7,39.13
4366,1528,348,4,74.15
4367,464,236,3,43.62
4368,722,25,7,33.59
4369,184,454,3,17.96
4370,672,87,5,57.27
4371,1267,144,4,93.26
4372,385,473,5,39.44
4373,233,92,4,69.86
4374,603,387,3,92.0
4375,1049,248,5,32.91
4376,1764,182,4,81.86
4377,1303,26,6,9.39
4378,1031,405,5,98.37
4379,395,480,7,43.47
4380,1430,89,1,9.64
4381,1028,284,10,70.2
4382,857,370,4,75.6
4383,375,390,8,86.79
4384,1302,248,10,25.68
4385,786,426,8,73.21
4386,1608,311,4,60.81
4387,71,21,4,68.45
4388,1034,69,9,47.04
4389,1269,401,3,74.17
4390,906,324,2,63.31
4391,1521,334,7,82.24
4392,936,496,2,78.64
4393,1693,1,3,56.19
4394,1249,413,1,87.78
4395,1658,289,3,57.57
4396,880,76,9,78.49
4397,421,345,9,88.31
4398,565,265,7,29.51
4399,923,487,9,44.68
4400,246,166,3,61.97
4401,925,375,6,59.71
4402,1178,371,9,53.66
4403,328,235,10,98.28
4404,849,333,2,7.99
4405,342,410,1,106.52
4406,1316,457,10,51.21
4407,1639,406,10,82.73
4408,391,446,9,9.37
4409,630,292,5,70.76
4410,657,438,8,43.21
4411,1831,57,8,89.18
4412,531,51,8,68.77
4413,171,478,10,48.38
4414,1742,9,5,45.13
4415,268,217,1,21.23
4416,1796,19,1,35.25
4417,1939,158,4,11.27
4418,171,467,9,71.85
4419,619,460,4,30.34
4420,705,7,8,77.71
4421,1783,60,10,74.54
4422,889,35,9,26.08
4423,1053,69,2,63.58
4424,1589,164,5,18.19
4425,1777,394,1,33.28
4426,1759,215,7,76.12
4427,724,214,5,103.47
4428,1070,300,10,87.91
4429,1193,241,1,18.26
4430,375,226,7,27.07
4431,1121,45,10,66.49
4432,210,112,7,41.79
4433,1678,336,2,97.15
4434,1362,424,6,9.33
4435,165,300,6,98.41
4436,365,406,2,75.92
4437,1206,248,4,31.26
4438,1319,122,5,22.28
4439,292,323,6,72.87
4440,359,350,9,25.91
4441,645,418,2,64.62
4442,1389,303,7,55.84
4443,1091,472,8,10.81
4444,1326,298,3,56.89
4445,887,304,3,39.53
4446,14,266,7,86.81
4447,1749,63,6,46.77
4448,1848,25,10,33.44
4449,1753,98,9,46.71
4450,998,120,4,53.81
4451,920,160,3,16.59
4452,770,289,7,70.79
4453,295,159,10,15.11
4454,693,232,10,64.35
4455,646,181,5,99.04
4456,1655,416,4,38.16
4457,895,52,5,69.15
4458,1369,142,10,79.37
4459,884,225,6,86.28
4460,150,109,3,49.75
4461,758,486,9,101.15
4462,1436,153,4,49.11
4463,1738,410,7,101.27
4464,706,11,7,56.46
4465,661,307,5,65.03
4466,1867,318,5,73.99
4467,249,465,3,9.15
4468,433,51,3,91.26
4469,145,478,9,65.94
4470,518,125,2,91.16
4471,419,188,3,61.08
4472,737,99,2,48.65
4473,1635,100,9,49.15
4474,1137,274,3,28.94
4475,1877,62,1,80.11
4476,1779,260,1,33.55
4477,1242,139,7,57.06
4478,688,387,3,85.51
4479,957,318,5,82.05
4480,977,380,3,80.09
4481,1088,128,3,48.28
4482,1296,320,7,81.04
4483,1300,3,9,48.64
4484,1994,264,1,108.05
4485,1287,263,1,41.84
4486,1353,154,4,12.36
4487,1160,22,7,63.9
4488,422,121,5,20.35
4489,758,80,8,81.78
4490,874,85,5,34.72
4491,580,266,4,99.92
4492,1739,150,3,44.51
4493,581,284,7,84.83
4494,1090,442,2,39.06
4495,866,114,1,13.81
4496,1325,154,6,12.48
4497,294,201,4,33.82
4498,149,312,4,113.63
4499,1304,220,6,72.52
4500,1811,15,1,82.65
4501,227,135,6,27.12
4502,923,449,4,48.98
4503,1036,371,1,68.17
4504,433,474,8,31.36
4505,881,342,1,62.13
4506,369,11,1,47.88
4507,1109,497,10,102.46
4508,668,42,7,8.67
4509,1810,324,9,62.9
4510,1090,225,5,81.64
4511,1643,91,9,25.9
4512,1122,272,9,62.34
4513,15,490,1,84.54
4514,82,143,6,11.23
4515,1852,185,4,79.61
4516,1107,448,9,78.95
4517,1430,157,2,14.82
4518,522,213,4,27.6
4519,1846,126,5,14.23
4520,1625,103,9,96.18
4521,1542,84,1,32.99
4522,1718,199,7,83.65
4523,920,3,3,67.56
4524,31,154,2,11.18
4525,1492,350,8,20.41
4526,328,97,10,26.58
4527,346,210,3,78.53
4528,1982,286,8,9.53
4529,948,67,10,64.59
4530,1396,351,4,35.64
4531,465,419,10,101.04
4532,648,444,9,69.99
4533,1462,466,1,86.77
4534,111,148,7,58.35
4535,1028,79,9,61.85
4536,1844,367,6,112.1
4537,1178,361,1,24.14
4538,267,316,8,51.42
4539,457,217,4,23.71
4540,367,39,9,52.93
4541,1893,144,3,107.86
4542,1379,391,8,13.3
4543,1091,136,6,68.8
4544,487,118,4,73.84
4545,1539,278,1,72.32
4546,961,387,1,94.75
4547,797,81,10,88.65
4548,811,308,8,54.32
4549,253,404,7,61.87
4550,77,186,2,33.51
4551,1616,115,2,69.23
4552,1903,80,5,85.67
4553,1003,152,1,49.8
4554,1432,101,8,30.29
4555,445,332,8,9.15
4556,1646,41,6,54.41
4557,1887,37,3,25.17
4558,1688,31,10,64.87
4559,1312,58,2,61.86
4560,432,90,7,46.31
4561,1026,13,9,32.95
4562,1680,364,6,58.67
4563,901,59,10,70.35
4564,915,371,3,61.01
4565,1612,459,2,62.85
4566,1694,67,3,50.34
4567,313,350,6,23.82
4568,609,157,4,13.4
4569,148,460,1,32.13
4570,1445,380,4,70.57
4571,705,73,1,15.85
4572,344,316,4,41.45
4573,1196,160,9,15.72
4574,1999,497,6,103.88
4575,1962,248,7,33.13
4576,1955,441,5,105.5
4577,63,210,7,82.57
4578,1067,31,6,72.45
4579,831,478,9,62.7
4580,1888,348,6,60.74
4581,1225,247,5,30.09
4582,225,368,9,85.08
4583,1017,397,8,68.35
4584,97,83,6,6.8
4585,1384,262,9,104.08
4586,162,256,10,46.13
4587,1252,474,8,35.31
4588,1482,242,2,15.38
4589,830,157,3,15.69
4590,594,463,2,110.09
4591,1865,97,2,27.29
4592,1094,80,3,85.43
4593,393,419,6,79.72
4594,1098,115,10,82.43
4595,282,332,1,12.88
4596,1015,362,8,23.4
4597,1104,270,3,61.13
4598,76,305,4,35.98
4599,1326,431,4,84.55
4600,1302,128,4,42.25
4601,1173,245,8,60.27
4602,487,95,6,69.9
4603,450,449,6,59.75
4604,463,135,9,22.0
4605,1142,163,2,71.58
4606,1697,413,8,83.87
4607,787,257,2,37.73
4608,1555,246,4,74.88
4609,1778,26,5,8.19
4610,905,241,7,17.67
4611,1962,400,10,55.34
4612,1548,447,4,20.2
4613,1483,217,9,18.84
4614,1797,23,10,40.28
4615,790,6,2,73.98
4616,1300,88,2,57.58
4617,1453,488,3,50.67
4618,974,219,7,57.52
4619,54,203,6,20.72
4620,1750,446,5,9.19
4621,1153,280,6,31.51
4622,906,300,9,96.53
4623,1533,347,8,109.13
4624,543,381,9,6.38
4625,959,426,9,81.53
4626,1521,440,1,34.24
4627,1642,254,3,82.74
4628,702,229,1,22.87
4629,1090,47,1,102.05
4630,1462,60,9,64.45
4631,556,27,3,45.57
4632,1317,221,2,61.1
4633,1719,5,8,67.66
4634,529,264,10,96.02
4635,549,147,4,70.14
4636,1199,88,5,61.62
4637,171,256,8,54.54
4638,648,289,6,68.07
4639,1161,69,9,50.15
4640,442,163,6,94.44
4641,1296,107,9,22.65
4642,1098,179,7,94.06
4643,1128,298,6,53.81
4644,1735,216,6,95.98
4645,1550,89,6,8.41
4646,539,444,6,66.62
4647,1183,289,2,61.74
4648,226,30,6,53.07
4649,1978,62,7,83.89
4650,1904,399,10,88.02
4651,672,48,4,21.74
4652,478,72,3,64.07
4653,277,49,1,18.82
4654,1804,253,10,98.37
4655,532,444,3,59.49
4656,232,496,4,82.58
4657,1051,99,10,63.22
4658,628,328,1,15.22
4659,1976,39,7,41.6
4660,1386,2,7,91.99
4661,113,307,2,64.93
4662,1003,190,7,61.04
4663,1381,448,2,80.16
4664,516,390,9,81.84
4665,1219,318,4,83.51
4666,1097,166,9,72.31
4667,641,361,8,24.55
4668,526,115,6,80.49
4669,888,100,5,49.24
4670,1928,176,8,6.22
4671,102,199,2,82.68
4672,838,311,8,67.26
4673,365,37,6,25.24
4674,1675,396,4,23.59
4675,800,339,8,60.91
4676,137,123,10,69.38
4677,1821,284,8,90.11
4678,1327,125,1,90.26
4679,1216,409,3,14.09
4680,944,175,9,66.75
4681,468,436,6,32.99
4682,378,414,1,36.39
4683,157,288,6,40.41
4684,209,144,3,118.52
4685,1302,105,2,24.91
4686,110,442,3,40.22
4687,1889,92,5,66.31
4688,1127,196,1,15.09
4689,793,177,4,34.28
4690,1164,344,1,93.77
4691,1253,431,5,93.89
4692,1761,128,10,58.05
4693,217,242,8,15.56
4694,600,82,4,97.57
4695,1135,428,7,36.28
4696,1167,343,10,99.68
4697,1728,456,4,64.47
4698,1444,26,3,8.89
4699,1662,414,9,41.38
4700,545,92,10,72.73
4701,594,188,3,48.27
4702,1406,187,6,15.76
4703,1018,444,3,56.23
4704,1305,361,2,24.37
4705,119,484,10,54.07
4706,1797,273,8,66.25
4707,347,333,5,8.37
4708,1232,487,9,51.57
4709,1073,364,6,68.34
4710,318,361,3,27.78
4711,1614,460,1,26.85
4712,552,471,10,46.64
4713,1224,202,4,7.29
4714,1695,36,10,32.21
4715,398,109,10,64.51
4716,526,91,10,25.22
4717,525,177,2,38.59
4718,709,199,9,77.19
4719,675,58,5,67.78
4720,1337,418,4,51.85
4721,1860,195,8,15.15
4722,420,199,10,102.63
4723,757,419,5,95.08
4724,256,68,5,11.19
4725,1073,301,10,93.15
4726,1102,49,9,20.12
4727,1045,33,10,53.62
4728,554,130,1,89.21
4729,1931,326,8,66.91
4730,1759,265,4,42.9
4731,1469,161,7,61.36
4732,224,483,9,29.47
4733,1837,468,3,92.04
4734,1144,7,6,101.51
4735,447,184,5,6.8
4736,598,261,1,20.77
4737,1615,41,7,64.65
4738,1106,70,4,24.79
4739,110,102,3,102.0
4740,927,218,7,52.66
4741,420,318,1,61.25
4742,838,416,9,33.4
4743,1459,132,5,10.59
4744,581,308,3,55.3
4745,683,483,7,35.06
4746,30,487,4,56.68
4747,874,361,9,33.3
4748,1327,238,1,50.46
4749,987,59,3,85.5
4750,989,498,5,37.23
4751,368,471,6,48.64
4752,307,70,10,24.3
4753,1187,65,1,33.52
4754,1525,280,4,42.79
4755,1556,4,5,69.76
4756,339,30,1,55.02
4757,1142,478,4,61.85
4758,979,243,4,74.67
4759,960,138,9,21.19
4760,676,351,10,25.33
4761,182,445,8,40.43
4762,1854,230,10,16.9
4763,1989,53,6,106.75
4764,1943,37,7,23.24
4765,1420,48,10,25.65
4766,934,297,7,70.43
4767,91,86,9,96.6
4768,765,342,10,54.08
4769,301,456,5,46.02
4770,1211,455,9,75.83
4771,1442,474,1,34.81
4772,1138,62,9,99.89
4773,1427,234,7,75.9
4774,782,140,6,74.7
4775,959,358,9,15.97
4776,1816,346,2,71.5
4777,479,416,3,42.1
4778,583,6,1,68.81
4779,171,284,1,79.32
4780,585,245,10,72.85
4781,453,91,9,34.9
4782,1303,69,6,51.48
4783,1405,221,1,60.01
4784,1328,143,5,9.82
4785,1474,170,1,61.77
4786,942,170,7,71.6
4787,1304,188,6,45.44
4788,1971,8,8,9.54
4789,272,418,3,60.34
4790,433,454,7,14.55
4791,1675,240,4,67.61
4792,663,471,10,54.18
4793,334,385,8,69.31
4794,1235,46,1,46.97
4795,500,428,10,46.45
4796,304,428,5,48.87
4797,1550,7,2,101.44
4798,945,98,7,56.54
4799,200,80,9,75.6
4800,958,436,8,24.28
4801,1515,454,4,15.87
4802,238,99,6,60.67
4803,1425,212,4,24.27
4804,283,126,6,14.77
4805,1893,207,1,14.49
4806,1688,150,9,44.73
4807,1486,499,10,24.76
4808,1945,484,3,63.75
4809,1773,112,6,45.87
4810,100,429,10,44.69
4811,1884,111,6,57.8
4812,400,117,6,118.26
4813,1446,17,8,29.35
4814,681,428,7,51.96
4815,144,275,5,63.22
4816,1334,166,8,85.51
4817,1761,485,6,14.6
4818,1404,143,9,9.39
4819,85,376,10,50.53
4820,992,166,7,68.68
4821,317,372,6,34.63
4822,955,77,3,59.56
4823,1219,126,1,15.31
4824,1225,281,2,70.46
4825,1050,18,10,48.26
4826,444,315,1,39.74
4827,114,110,4,63.67
4828,681,440,2,24.82
4829,1801,296,4,11.69
4830,1605,52,2,84.89
4831,1351,121,10,20.27
4832,731,172,2,15.0
4833,1212,34,2,76.38
4834,660,59,10,82.96
4835,1561,321,10,95.35
4836,785,7,5,89.27
4837,978,435,5,91.46
4838,228,437,6,72.25
4839,1849,405,2,92.05
4840,283,490,8,89.74
4841,1754,322,10,75.26
4842,1634,459,7,60.25
4843,1731,181,6,95.45
4844,701,424,5,11.88
4845,863,308,8,59.18
4846,484,394,6,41.0
4847,1803,377,8,32.16
4848,1074,76,1,56.62
4849,1995,419,3,80.02
4850,321,104,5,42.69
4851,941,435,8,82.69
4852,1748,29,10,60.91
4853,1646,359,8,10.5
4854,581,413,1,80.33
4855,1314,53,10,94.18
4856,299,198,10,23.46
4857,1790,293,5,51.08
4858,252,137,1,50.49
4859,1619,462,4,36.06
4860,1545,400,1,46.43
4861,2000,141,5,73.87
4862,476,233,5,111.21
4863,1447,480,10,51.64
4864,1553,170,2,74.41
4865,1554,310,5,69.48
4866,1665,424,1,9.98
4867,1652,80,9,79.34
4868,1377,431,2,88.41
4869,1074,342,3,60.3
4870,912,139,9,47.0
4871,674,248,1,32.18
4872,1052,334,8,77.46
4873,608,19,6,33.56
4874,1055,338,1,49.72
4875,246,237,3,10.03
4876,304,165,4,47.46
4877,1509,407,7,11.15
4878,1789,113,4,27.86
4879,1531,457,7,52.54
4880,568,408,10,56.21
4881,1268,98,8,53.55
4882,1626,454,1,16.91
4883,1621,313,10,34.08
4884,479,120,9,49.78
4885,179,258,3,30.5
4886,1814,18,5,46.66
4887,489,352,6,85.95
4888,1656,127,3,36.94
4889,1366,493,9,28.26
4890,1209,67,4,48.68
4891,1608,89,8,8.79
4892,1439,57,9,83.85
4893,1978,149,8,62.47
4894,1185,133,6,37.42
4895,672,467,3,77.46
4896,1198,117,4,83.16
4897,944,31,8,60.32
4898,91,26,6,8.66
4899,777,430,3,29.14
4900,1544,30,4,50.47
4901,386,265,1,32.06
4902,1602,206,6,22.77
4903,1361,447,3,18.04
4904,398,20,6,77.46
4905,1378,2,7,87.4
4906,1206,396,5,22.05
4907,1178,453,3,58.88
4908,1533,254,8,94.82
4909,273,415,4,35.95
4910,989,172,6,16.13
4911,1692,136,2,64.12
4912,1736,42,10,7.01
4913,1186,100,4,38.62
4914,280,275,7,61.43
4915,148,13,5,39.65
4916,1443,246,2,61.28
4917,1574,152,10,57.69
4918,323,333,10,6.43
4919,486,217,6,24.84
4920,503,425,7,80.78
4921,402,295,8,107.77
4922,1429,486,10,116.6
4923,1072,109,4,55.53
4924,1893,208,8,5.25
4925,1284,55,3,68.81
4926,1164,195,9,14.95
4927,661,17,4,33.38
4928,57,91,6,35.62
4929,1652,463,4,90.54
4930,509,277,3,94.16
4931,1672,460,7,35.5
4932,531,280,7,31.27
4933,490,11,9,50.68
4934,1430,254,6,80.54
4935,1429,58,6,69.84
4936,471,494,4,65.22
4937,789,281,6,61.32
4938,1113,243,7,71.13
4939,1593,461,1,89.79
4940,1719,22,9,59.17
4941,1879,255,7,44.16
4942,440,101,2,42.33
4943,817,309,2,45.52
4944,995,451,10,55.37
4945,416,28,3,73.14
4946,118,49,7,19.62
4947,286,398,3,62.9
4948,1452,105,7,25.61
4949,806,276,6,56.27
4950,780,182,10,95.33
4951,1749,495,5,82.02
4952,1033,67,10,56.58
4953,593,281,10,81.67
4954,297,3,10,53.08
4955,952,116,5,27.88
4956,785,92,7,63.96
4957,746,491,5,21.92
4958,511,83,1,5.9
4959,540,259,6,60.9
4960,1432,252,2,75.54
4961,531,367,10,101.92
4962,588,94,6,38.31
4963,1161,143,10,12.55
4964,952,326,1,91.81
4965,1048,87,3,70.23
4966,563,67,7,56.25
4967,979,496,10,82.28
4968,1461,273,6,55.06
4969,803,49,8,18.59
4970,1173,42,10,6.39
4971,1650,221,6,50.72
4972,419,282,3,56.88
4973,1172,237,3,7.96
4974,1224,440,2,28.19
4975,1042,269,9,50.39
4976,609,336,4,90.65
4977,1358,260,6,38.29
4978,1760,393,2,26.05
4979,1740,227,2,28.66
4980,1008,358,1,20.77
4981,849,445,5,41.27
4982,1566,258,8,24.87
4983,1694,131,5,57.82
4984,1456,178,9,17.05
4985,280,480,3,39.96
4986,1489,77,6,54.11
4987,1205,500,2,50.24
4988,940,149,8,60.17
4989,522,159,3,18.53
4990,252,439,6,83.52
4991,1,56,9,21.56
4992,1454,224,3,96.17
4993,1542,464,1,59.76
4994,1202,208,3,6.51
4995,804,471,4,41.91
4996,885,301,3,104.2
4997,1459,75,7,43.09
4998,205,38,5,22.71
4999,929,492,3,20.19
5000,784,379,6,78.82
5001,500,84,4,41.91
5002,785,163,3,84.91
5003,1243,286,8,7.89
5004,1479,59,7,88.96
5005,432,371,2,56.79
5006,1592,330,5,23.79
5007,1661,338,3,56.91
5008,1085,38,2,27.31
5009,1828,114,7,19.02
5010,1616,381,7,7.37
5011,1578,218,10,43.76
5012,1959,265,3,34.91
5013,533,287,5,24.32
5014,337,395,6,29.96
